Name,METADATA Attribute,Required,Value Set Code,Category,Context,Description
"Type","type_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LOCAL_BALANCE)","No","ORA_HRX_US_ARCHIVE_TYPE","Enterprise","US Balance Definition","This field is used to capture information to identify the means by which local taxes are going to be captured"
"Trustee Short Name","_TRUSTEE_SHORT_NAME(PER_ORGANIZATION_INFORMATION_EFF=HRX_HK_MPF_SCHEMES)","Yes","HRC_CHAR_6","Payroll Statutory Unit For Hong Kong","MPF Scheme Information","MPF trustee short name."
"Trustee Number","_TRUSTEE_NUMBER(PER_ORGANIZATION_INFORMATION_EFF=HRX_HK_MPF_SCHEMES)","No","HRC_CHAR_30","Payroll Statutory Unit For Hong Kong","MPF Scheme Information","MPF trustee number."
"Trust Classification","_TRUST_CALSS(PER_ORGANIZATION_INFORMATION_EFF=HRX_IN_TRU_PF_INFO)","No","HRX_IN_PF_CLASSIFICATION","Tax Reporting Unit For India","Provident Fund Basic Information",""
"Trust Classification","_TRUST_CALSS_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_IN_TRU_PF_INFO)","No","HRX_IN_PF_CLASSIFICATION","Tax Reporting Unit For India","Provident Fund Basic Information",""
"Transmitter Type","_TRANSMITTER_TYPE(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRX_CA_QUEBEC_TRANS_TYPE","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures for whom the submission is made for Quebec year end reporting."
"Transmitter Type","_TRANSMITTER_TYPE(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRX_CA_QUEBEC_TRANS_TYPE","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures for whom the submission is made for Quebec year end reporting."
"Transmitter Type","_TRANSMITTER_TYPE_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRX_CA_QUEBEC_TRANS_TYPE","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures for whom the submission is made for Quebec year end reporting."
"Transmitter Type","_TRANSMITTER_TYPE_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRX_CA_QUEBEC_TRANS_TYPE","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures for whom the submission is made for Quebec year end reporting."
"Transmitter TRU Name","_TRANSMITTER_NAME(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_MWR_RULES)","No","HRX_US_TRU_MWR_TRANSMITTER","Tax Reporting Unit For United States","State Quarterly Wage Listing Rules Overrides","Captures the name of the Transmitter TRU for this TRU."
"Transmitter TRU Name","_TRANSMITTER_NAME(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","No","HRX_US_TRU_W2_FEDERAL_RULES_TRANSMITTER","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Transmitter TRU Name details"
"Transmitter TRU Name","_TRANSMITTER_NAME_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_MWR_RULES)","No","HRX_US_TRU_MWR_TRANSMITTER","Tax Reporting Unit For United States","State Quarterly Wage Listing Rules Overrides","Captures the name of the Transmitter TRU for this TRU."
"Transmitter TRU Name","_TRANSMITTER_NAME_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","No","HRX_US_TRU_W2_FEDERAL_RULES_TRANSMITTER","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Transmitter TRU Name details"
"Transmitter TRU","TransmitterFlag(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_YES_NO","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures whether this Provincial Reporting Establishment is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_YES_NO","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures whether this Provincial Reporting Establishment is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_YES_NO","Tax Reporting Unit For Canada","T4A Interface Rules","Captures whether this Tax Reporting Unit is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_YES_NO","Tax Reporting Unit For Canada","T4 Interface Rules","Captures whether this Tax Reporting Unit is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_YES_NO","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures whether this Provincial Reporting Establishment is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_YES_NO","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures whether this Provincial Reporting Establishment is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_YES_NO","Tax Reporting Unit For Canada","T4A Interface Rules","Captures whether this Tax Reporting Unit is designated as a transmitter for year end reporting."
"Transmitter TRU","TransmitterFlag_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_YES_NO","Tax Reporting Unit For Canada","T4 Interface Rules","Captures whether this Tax Reporting Unit is designated as a transmitter for year end reporting."
"Transmitter TRU","_TRANSMITTER_FLAG(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_MWR_RULES)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","State Quarterly Wage Listing Rules Overrides","Captures whether this TRU is a transmitter TRU."
"Transmitter TRU","_TRANSMITTER_FLAG_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_MWR_RULES)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","State Quarterly Wage Listing Rules Overrides","Captures whether this TRU is a transmitter TRU."
"Transmitter TRU","_TRANSMITTER_TRU(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Transmitter TRU information"
"Transmitter TRU","_TRANSMITTER_TRU_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","Yes","HRC_YES_NO","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Transmitter TRU information"
"Transmitter TRU","mxTransmitterTru(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_MX_TRU_SS_DETAILS)","No","ORA_HRX_MX_TRANSMITTER_TRU","Tax Reporting Unit For Mexico","Mexico Social Security Details",""
"Transmitter TRU","mxTransmitterTru_Display(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_MX_TRU_SS_DETAILS)","No","ORA_HRX_MX_TRANSMITTER_TRU","Tax Reporting Unit For Mexico","Mexico Social Security Details",""
"Transmitter TIN","_TRANSMITTER_TIN(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSMITTER_INF)","No","HRC_NUMBER_9","Payroll Statutory Unit For United States","Form 1099-R Transmitter Information","Transmitter TIN segment segment"
"Transmitter Secondary Contact E-mail Address","OraHrxCaT4ATransmtrEmail2(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Secondary E-mail Address of the Transmitter for Tax Reporting Unit."
"Transmitter Secondary Contact E-mail Address","OraHrxCaT4TransmtrEmail2(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Secondary E-mail Address of the Transmitter for Tax Reporting Unit."
"Transmitter Representative Identifier","OraHrxCaTransRepId(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","T4A Interface Rules","Captures Transmitter Representative Identifier."
"Transmitter Representative Identifier","OraHrxCaTransRepId(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","T4 Interface Rules","Captures Transmitter Representative Identifier."
"Transmitter Province","OraHrxCaRL1TransmtrProvince(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_TERRITORY","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Transmitter's Territory for Provincial Tax Reporting Unit."
"Transmitter Province","OraHrxCaRL1TransmtrProvince_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_TERRITORY","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Transmitter's Territory for Provincial Tax Reporting Unit."
"Transmitter Province","OraHrxCaRL2TransmtrProvince(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_TERRITORY","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Transmitter's Territory for Provincial Tax Reporting Unit."
"Transmitter Province","OraHrxCaRL2TransmtrProvince_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_TERRITORY","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Transmitter's Territory for Provincial Tax Reporting Unit."
"Transmitter Postal Code","OraHrxCaRL1TransmtrPostalCode(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Transmitter's Postal Code for Provincial Tax Reporting Unit."
"Transmitter Postal Code","oraHrxCaRL2TransmtrPostalCode(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Transmitter's Postal Code for Provincial Tax Reporting Unit."
"Transmitter Number","TransmitterNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_CHAR_8","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the number assigned by the Quebec government to the Provincial Reporting Establishment designated as the transmitter for year end reporting."
"Transmitter Number","TransmitterNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_CHAR_8","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the number assigned by the Quebec government to the Provincial Reporting Establishment designated as the transmitter for year end reporting."
"Transmitter Name Continued","_TRANSMITTER_NAME_CONTINUED(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSMITTER_INF)","No","HRC_CHAR_40","Payroll Statutory Unit For United States","Form 1099-R Transmitter Information","Transmitter Name Continued segment"
"Transmitter Name","TransmitterName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_RL1_TRANSMITTER_NAME","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the name of the transmitter Provincial Reporting Establishment."
"Transmitter Name","TransmitterName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_RL2_TRANSMITTER_NAME","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the name of the transmitter Provincial Reporting Establishment."
"Transmitter Name","TransmitterName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_T4A_TRANSMITTER_NAME","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the name of the transmitter Tax Reporting Unit."
"Transmitter Name","TransmitterName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_T4_TRANSMITTER_NAME","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the name of the transmitter Tax Reporting Unit."
"Transmitter Name","TransmitterName_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_RL1_TRANSMITTER_NAME","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the name of the transmitter Provincial Reporting Establishment."
"Transmitter Name","TransmitterName_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_RL2_TRANSMITTER_NAME","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the name of the transmitter Provincial Reporting Establishment."
"Transmitter Name","TransmitterName_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_T4A_TRANSMITTER_NAME","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the name of the transmitter Tax Reporting Unit."
"Transmitter Name","TransmitterName_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_T4_TRANSMITTER_NAME","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the name of the transmitter Tax Reporting Unit."
"Transmitter Name","_TRANSMITTER_NAME(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSMITTER_INF)","No","HRC_CHAR_40","Payroll Statutory Unit For United States","Form 1099-R Transmitter Information","Transmitter Name segment"
"Transmitter Country","OraHrxCaRL1TransmtrCountry(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Transmitter's Country for Provincial Tax Reporting Unit."
"Transmitter Country","OraHrxCaRL1TransmtrCountry_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Transmitter's Country for Provincial Tax Reporting Unit."
"Transmitter Country","OraHrxCaRL2TransmtrCountry(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Transmitter's Country for Provincial Tax Reporting Unit."
"Transmitter Country","OraHrxCaRL2TransmtrCountry_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Transmitter's Country for Provincial Tax Reporting Unit."
"Transmitter Country","OraHrxCaT4ATransmtrCountry(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Transmitter's Country for Federal Tax Reporting Unit."
"Transmitter Country","OraHrxCaT4ATransmtrCountry_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Transmitter's Country for Federal Tax Reporting Unit."
"Transmitter Country","OraHrxCaT4TransmtrCountry(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Transmitter's Country for federal Tax Reporting Unit."
"Transmitter Country","OraHrxCaT4TransmtrCountry_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_EOY_ARCH_COUNTRY","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Transmitter's Country for federal Tax Reporting Unit."
"Transmitter Control Code","_TRANSMITTER_CONTROL_CODE(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSMITTER_INF)","No","HRC_CHAR_5","Payroll Statutory Unit For United States","Form 1099-R Transmitter Information","Transmitter Control Code segment"
"Transmitter Contact Phone Number","OraHrxCaT4ATransmtrTeleNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Phone Number of Transmitter for the Tax Reporting Unit."
"Transmitter Contact Phone Number","OraHrxCaT4TransmtrTeleNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_CHAR_7","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Phone Number of Transmitter for the Tax Reporting Unit."
"Transmitter Contact Name","OraHrxCaT4ATransmtrContactName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_CHAR_35","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Contact Name of the Transmitter Tax Reporting Unit"
"Transmitter Contact Name","OraHrxCaT4TransmtrCntctName(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_CHAR_35","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the contact name of the Transmitter Tax Reporting Unit"
"Transmitter Contact Extension Number","OraHrxCaT4ATransmtrExtnNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_EXTN_NUM_7","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Extension Number of the Transmitter Tax Reporting Unit."
"Transmitter Contact Extension Number","OraHrxCaT4TransmtrExtnNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_EXTN_NUM_7","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Extension Number of the Transmitter Tax Reporting Unit."
"Transmitter Contact E-mail Address","OraHrxCaT4ATransmtrEmailAddres(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the E-mail Address of the Transmitter for Tax Reporting Unit."
"Transmitter Contact E-mail Address","OraHrxCaT4TransmtrEmailAddress(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the E-mail Address of the Transmitter for Tax Reporting Unit."
"Transmitter Contact Area Code","OraHrxCaT4ATransmtrContctArea(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_INTEGERS_3","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the Contact Area code of the Transmitter Tax Reporting Unit."
"Transmitter Contact Area Code","OraHrxCaT4TransmtrCntctAreCode(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_INTEGERS_3","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the Area code for the Transmitter Tax Reporting Unit."
"Transmitter City","OraHrxCaRL1TransmtrCity(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_CHAR_30","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the City of the Transmitter of Provincial Reporting."
"Transmitter City","OraHrxCaRL2TransmtrCity(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_CHAR_30","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the City of the Transmitter of Provincial Reporting."
"Transmitter Address Line2","OraHrxCaRL1TransmtrAddrLine2(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Address Line2 for Transmitter of Provincial Reporting."
"Transmitter Address Line2","OraHrxCaRL2TransmtrAddrLine2(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Address Line2 for Transmitter of Provincial Reporting."
"Transmitter Address Line1","OraHrxCaRL1TransmtrAddrLine1(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL1_RULES_QC)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","RL-1 Interface Rules","Captures the Address Line1 for Transmitter of Provincial Reporting."
"Transmitter Address Line1","OraHrxCaRL2TransmtrAddrLine1(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_RL2_RULES_QC)","No","HRC_CHAR_60","Tax Reporting Unit For Canada","RL-2 Interface Rules","Captures the Address Line1 for Transmitter of Provincial Reporting."
"Transmitter Account Number","TransmitterNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_T4A_TRANS_NUM","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the number assigned by the federal government to the Tax Reporting Unit designated as the transmitter for year end reporting."
"Transmitter Account Number","TransmitterNumber(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_T4_TRANS_NUM","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the number assigned by the federal government to the Tax Reporting Unit designated as the transmitter for year end reporting."
"Transmitter Account Number","TransmitterNumber_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4A_RULES)","No","ORA_HRX_CA_T4A_TRANS_NUM","Tax Reporting Unit For Canada","T4A Interface Rules","Captures the number assigned by the federal government to the Tax Reporting Unit designated as the transmitter for year end reporting."
"Transmitter Account Number","TransmitterNumber_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_CA_TRU_T4_RULES)","No","ORA_HRX_CA_T4_TRANS_NUM","Tax Reporting Unit For Canada","T4 Interface Rules","Captures the number assigned by the federal government to the Tax Reporting Unit designated as the transmitter for year end reporting."
"Transmission Control Code","transmissionControlCode(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LEMP_FED_ACA_REPORTING_INFO)","No","HRC_CHAR_50","Legal Employer For United States","Federal ACA Reporting Information","Captures Transmission Control Code"
"Transfer Agent Shipping Address","_TRANSFER_AGENT_ADDRESS(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSFER_AGENT_INF)","No","HRC_CHAR_40","Payroll Statutory Unit For United States","Form 1099-R Transfer Agent Information","Transfer Agent Shipping Address segment"
"Transfer Agent Name","_TRANSFER_AGENT_NAME(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_PSU_TRANSFER_AGENT_INF)","No","HRC_CHAR_40","Payroll Statutory Unit For United States","Form 1099-R Transfer Agent Information","Transfer Agent Name segment"
"Transaction Processing Conversion Rate Type","_PER_TXN_CONVERSION_RATE_TYPE(PER_ORGANIZATION_INFORMATION_EFF=PER_CURRENCY_SUPPORT)","No","PER_CHAR_L150","Enterprise","Currency Support Information","The Transaction Processing Conversion Rate Type"
"Training Management Center Location","_OPCA_CENTER_LOC(PER_ORGANIZATION_INFORMATION_EFF=HRX_FR_TRU_CORPORATE_INFO)","No","HRX_FR_OPCA_CENTER","Tax Reporting Unit For France","French Establishment Information","This segment captures France Training Management Center Location"
"Training Management Center Location","_OPCA_CENTER_LOC_Display(PER_ORGANIZATION_INFORMATION_EFF=HRX_FR_TRU_CORPORATE_INFO)","No","HRX_FR_OPCA_CENTER","Tax Reporting Unit For France","French Establishment Information","This segment captures France Training Management Center Location"
"Total US Establishments","totalUSEstabs(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LEMP_REG_PAY_REP_INF)","No","HRC_NUMBER_3","Legal Employer For United States","Regional Pay Data Reporting Information",""
"Total US Employees","totalUSEmployees(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LEMP_REG_PAY_REP_INF)","No","HRC_NUMBER_20","Legal Employer For United States","Regional Pay Data Reporting Information",""
"Total Remittance Amount","_TOTAL_REMITTANCE_AMOUNT(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_TX)","Yes","HRC_NUMBER_13","Tax Reporting Unit For United States","Texas State Quarterly Wage Listing Rules Overrides","Captures Total Remittance Amount"
"Total Regional Establishments","totalRegEstabs(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LEMP_REG_PAY_REP_INF)","No","HRC_NUMBER_3","Legal Employer For United States","Regional Pay Data Reporting Information",""
"Total Regional Employees","totalRegEmployees(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_LEMP_REG_PAY_REP_INF)","No","HRC_NUMBER_20","Legal Employer For United States","Regional Pay Data Reporting Information",""
"Total Distribution","totalDistribution(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_US_TRU_DISTRIBUTION_CODE)","No","HRC_YES_NO","Tax Reporting Unit For United States","Form 1099-R Distribution Code","Total Distribution segment"
"Total Amount of Taxes","_TOTAL_AMOUNT_OF_TAXES(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_MD)","No","HRX_US_NUMBER_12_2","Tax Reporting Unit For United States","Maryland W-2 Reporting Rules Overrides","Captures Total Amount of Taxes"
"Total Amount Due to VDOL","_TOTAL_AMT_DUE_TO_VDOL(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_SQWL_RULES_VT)","Yes","HRC_NUMBER_11","Tax Reporting Unit For United States","Vermont State Quarterly Wage Listing Rules Overrides","Captures Total Amount Due to VDOL for Vermont"
"Total Amount","totalAmount(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_IN_TRU_IT_CHALLAN_INFO)","No","ORA_HRX_IN_NUMBER_15_2","Tax Reporting Unit For India","Income Tax Challan Info",""
"Total Amount","totalAmount(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_IN_TRU_PF_CHALLAN_INFO)","No","ORA_HRX_IN_NUMBER_15_2","Tax Reporting Unit For India","Provident Fund Challan",""
"Token Number","tokenZnumber(PER_ORGANIZATION_INFORMATION_EFF=ORA_HRX_IN_TRU_24Q_RECEIPT_INFO)","Yes","ORA_HRX_IN_TEXT_15_DIGIT_NUMBER","Tax Reporting Unit For India","24Q Receipt Information",""
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_FEDERAL_RULES)","No","HRC_YES_NO","Tax Reporting Unit For United States","Federal Year-End Reporting Rules","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_AR)","No","HRC_YES_NO","Tax Reporting Unit For United States","Arkansas W-2 Reporting Rules Overrides","Captures Third-Party Sick Pay"
"Third-Party Sick Pay","_THIRD_PARTY_SICK_PAY(PER_ORGANIZATION_INFORMATION_EFF=HRX_US_TRU_W2_RULES_AZ)","No","HRC_YES_NO","Tax Reporting Unit For United States","Arizona W-2 Reporting Rules Overrides","Captures Third Party Sick Pay"
